제품명(한글),수입일자,제조국,수출국,가격
샬롯,2/3/2021,태국,태국,28
갈랑갈,2/3/2021,태국,태국,76
망고,2/3/2021,페루,페루,98
바나나꽃,2/3/2021,태국,태국,67
송로버섯,2/3/2021,이탈리아,이탈리아,70
망고,2/3/2021,페루,페루,42
바나나 꽃,2/3/2021,태국,태국,56
신선 갈랑갈,2/3/2021,태국,태국,58
커피생두,2/3/2021,브라질,브라질,64
커피생두,2/3/2021,브라질,브라질,55
커피생두,2/3/2021,과테말라,과테말라,51
커피생두,2/3/2021,콜롬비아,콜롬비아,93
망고,2/3/2021,페루,페루,63
바나나,2/3/2021,인도네시아,인도네시아,81
피칸,2/3/2021,미국,미국,8
냉동대파,2/3/2021,중국,중국,54
냉동부추,2/3/2021,중국,중국,8
망고,2/3/2021,페루,페루,85
포도,2/3/2021,페루,페루,82
포도,2/3/2021,페루,페루,53
망고,2/3/2021,페루,페루,61
대두,2/3/2021,미국,미국,22
커피원두,2/3/2021,베트남,베트남,69
커피생두,2/3/2021,과테말라,과테말라,10
콩나물콩,2/3/2021,미국,미국,2
냉동당근,2/3/2021,중국,중국,16
코라산통밀,2/3/2021,캐나다,캐나다,24
냉동홍고추,2/3/2021,중국,중국,78
망고,2/3/2021,태국,태국,38
참깨,2/3/2021,중국,중국,86
망고,2/3/2021,태국,태국,26
커피원두,2/3/2021,과테말라,과테말라,58
망고,2/3/2021,태국,태국,67
커피생두,2/3/2021,브라질,브라질,24
망고,2/3/2021,태국,태국,37
완두콩,2/3/2021,미국,미국,27
아몬드,2/3/2021,미국,미국,92
알땅콩,2/3/2021,중국,중국,37
아스파라거스(6KG),2/3/2021,태국,태국,9
아스파라거스(6KG),2/3/2021,태국,태국,11
바실,2/3/2021,태국,태국,34
송로버섯,2/3/2021,이탈리아,이탈리아,48
아스파라거스,2/3/2021,태국,태국,57
아스파라거스,2/3/2021,태국,태국,94
레몬그라스,2/3/2021,태국,태국,24
갈랑가,2/3/2021,태국,태국,52
샬롯,2/3/2021,태국,태국,83
바나나 꽃,2/3/2021,태국,태국,24
신선송로버섯,2/3/2021,이탈리아,이탈리아,74
핑거루트,2/3/2021,태국,태국,1
핑거루트,2/3/2021,태국,태국,40
샬롯,2/3/2021,태국,태국,78
갈랑갈,2/3/2021,태국,태국,7
신선송로버섯,2/3/2021,프랑스,프랑스,59
아몬드,2/3/2021,미국,미국,64
표고버섯,2/3/2021,중국,중국,70
아몬드,2/3/2021,미국,미국,33
호두,2/3/2021,미국,미국,37
신선핑거루트,2/3/2021,태국,태국,82
망고,2/3/2021,태국,태국,90
망고,2/3/2021,태국,태국,4
망고,2/3/2021,태국,태국,12
망고,2/3/2021,태국,태국,9
망고,2/3/2021,태국,태국,61
망고,2/3/2021,태국,태국,67
파인애플,2/3/2021,필리핀,필리핀,8
"레몬그라스(줄기,신선)",2/3/2021,태국,태국,81
샬롯,2/3/2021,중국,중국,6
아몬드,2/3/2021,미국,미국,17
건고추,2/3/2021,중국,중국,4
아스파라거스,2/3/2021,태국,태국,70
아스파라거스,2/3/2021,멕시코,미국,98
숙주나물,2/3/2021,중국,중국,74
커피원두,2/3/2021,콜롬비아,콜롬비아,27
파인애플,2/3/2021,필리핀,필리핀,42
체리,2/3/2021,칠레,칠레,7
커피원두,2/3/2021,베트남,베트남,20
망고,2/3/2021,태국,태국,95
망고,2/3/2021,태국,태국,24
망고,2/3/2021,태국,태국,50
참깨,2/3/2021,중국,중국,38
냉동홍고추,2/3/2021,중국,중국,97
망고,2/3/2021,태국,태국,96
망고,2/3/2021,태국,태국,89
망고,2/3/2021,태국,태국,42
카카오빈,2/3/2021,베트남,베트남,57
신선더덕,2/3/2021,중국,중국,73
커피원두,2/3/2021,과테말라,과테말라,74
로부스타커피생두,2/3/2021,베트남,베트남,61
망고,2/3/2021,태국,태국,98
망고,2/3/2021,페루,페루,44
커피원두,2/3/2021,베트남,베트남,86
냉동당근,2/3/2021,중국,중국,83
냉동밤,2/3/2021,중국,중국,99
냉동단호박,2/3/2021,중국,중국,37
냉동양파,2/3/2021,중국,중국,66
냉동알밤,2/3/2021,중국,중국,3
건표고버섯줄기,2/3/2021,중국,중국,60
냉동 단호박,2/3/2021,중국,중국,14
냉동 양파,2/3/2021,중국,중국,39
냉동토란줄기,2/3/2021,베트남,베트남,18
냉동양파,2/3/2021,중국,중국,76
냉동양송이슬라이스,2/3/2021,중국,중국,82
백목이버섯,2/3/2021,중국,중국,46
냉동단호박,2/3/2021,중국,중국,85
해피바닐라 바닐라빈,2/3/2021,파푸아뉴기니,파푸아뉴기니,86
냉동블루베리,2/3/2021,미국,미국,42
냉동블루베리,2/3/2021,미국,미국,59
냉동 근대,2/3/2021,중국,중국,17
마카다미아,2/3/2021,호주,호주,6
냉동대파(15KG),2/3/2021,중국,중국,44
호두,2/3/2021,미국,미국,10
아몬드,2/3/2021,미국,미국,34
아몬드,2/3/2021,미국,미국,20
냉동홍고추,2/3/2021,중국,중국,7
냉동청양고추,2/3/2021,중국,중국,89
냉동풋콩,2/3/2021,중국,중국,43
냉동 크랜베리,2/3/2021,미국,미국,84
호두,2/3/2021,칠레,칠레,35
백삼,2/3/2021,대한민국,중국,25
건표고버섯줄기,2/3/2021,중국,중국,25
커피원두,2/3/2021,브라질,브라질,28
아스파라거스,2/3/2021,멕시코,미국,87
망고,2/3/2021,페루,페루,3
냉동홍고추,2/3/2021,중국,중국,4
냉동홍고추,2/3/2021,중국,중국,12
냉동홍고추,2/3/2021,중국,중국,16
냉동편마늘,2/3/2021,중국,중국,9
옥수수,2/3/2021,브라질,브라질,25
황기(30KG),2/3/2021,중국,중국,37
쇠무릎(우슬)(10.8KG),2/3/2021,중국,중국,81
유기농 대두,2/3/2021,러시아,러시아,20
호박씨,2/3/2021,중국,중국,32
건보리순,2/3/2021,중국,중국,21
양상추,2/3/2021,대만,대만,71
깐호두,2/3/2021,미국,미국,30
갈근(칡),2/3/2021,중국,중국,6
참깨,2/3/2021,중국,중국,93
콩나물,2/3/2021,중국,중국,67
커피원두,2/3/2021,콜롬비아,콜롬비아,27
신선양파,2/3/2021,중국,중국,39
케냐 골드락마사이 커피,2/3/2021,케냐,케냐,9
망고,2/3/2021,태국,태국,62
팥,2/3/2021,중국,중국,45
더덕,2/3/2021,중국,중국,90
건다래순,2/3/2021,중국,중국,20
곤드레,2/3/2021,중국,중국,85
아몬드,2/3/2021,미국,미국,68
호두,2/3/2021,미국,미국,8
커피원두,2/3/2021,파푸아뉴기니,파푸아뉴기니,85
활북방산개구리,2/3/2021,중국,중국,36
지황,2/3/2021,중국,중국,36
건여주,2/3/2021,중국,중국,95
건 무청,2/3/2021,중국,중국,64
파인애플 (12KG),2/3/2021,필리핀,필리핀,74
냉동고추,2/3/2021,중국,중국,48
냉동 라임 (1kg),2/2/2021,베트남,베트남,9
냉동 시금치,2/2/2021,중국,중국,22
목이버섯 1kg,2/2/2021,중국,중국,36
냉동알밤,2/2/2021,중국,중국,81
냉동능이버섯,2/2/2021,중국,중국,13
냉동카사바,2/2/2021,베트남,베트남,66
냉동당근채,2/2/2021,중국,중국,24
캐슈넛,2/2/2021,베트남,베트남,41
냉동마늘,2/2/2021,중국,중국,29
건캐슈넛,2/2/2021,베트남,베트남,70
냉동목별,2/2/2021,베트남,베트남,40
냉동잭프루트,2/2/2021,베트남,베트남,90
냉동바나나,2/2/2021,베트남,베트남,19
아몬드,2/2/2021,스페인,스페인,31
냉동 양파,2/2/2021,중국,중국,78
로즈마리,2/2/2021,터키,터키,13
냉동 브로컬리,2/2/2021,중국,중국,93
냉동대파,2/2/2021,중국,중국,1
냉동 블루베리,2/2/2021,캐나다,캐나다,39
냉동브로컬리,2/2/2021,스페인,스페인,81
호두,2/2/2021,미국,미국,29
아몬드,2/2/2021,미국,미국,78
냉동 대파,2/2/2021,중국,중국,9
냉동 양파,2/2/2021,중국,중국,24
탈각호두,2/2/2021,미국,미국,17
호두(9.98KG),2/2/2021,미국,미국,86
냉동토란,2/2/2021,베트남,베트남,13
냉동양파,2/2/2021,중국,중국,47
냉동 쥬키니 호박,2/2/2021,중국,중국,14
냉동 홍피망,2/2/2021,중국,중국,90
냉동부추,2/2/2021,중국,중국,27
마카다미아,2/2/2021,호주,호주,93
대추야자,2/2/2021,튀니지,튀니지,89
냉동홍고추,2/2/2021,중국,중국,85
냉동 홍고추,2/2/2021,중국,중국,56
"커피원두(씨앗,건조)",2/2/2021,미국,미국,59
아몬드,2/2/2021,미국,미국,87
강낭콩,2/2/2021,미국,미국,18
아몬드,2/2/2021,미국,미국,37
바나나,2/2/2021,콜롬비아,콜롬비아,49
건조 노니 열매,2/2/2021,베트남,베트남,53
자몽,2/2/2021,미국,미국,73
커피원두,2/2/2021,콜롬비아,콜롬비아,95
아보카도,2/2/2021,멕시코,멕시코,49
아스파라거스,2/2/2021,태국,태국,11
망고,2/2/2021,태국,태국,49
신선양배추,2/2/2021,베트남,베트남,15
"망고(열매,신선)",2/2/2021,태국,태국,19
망고,2/2/2021,태국,태국,40
망고,2/2/2021,태국,태국,83
냉동고추,2/2/2021,중국,중국,43
커피 생두,2/2/2021,베트남,베트남,80
커피 생두,2/2/2021,베트남,베트남,12
커피 생두,2/2/2021,베트남,베트남,10
망고,2/2/2021,태국,태국,46
커피원두,2/2/2021,케냐,케냐,83
망고,2/2/2021,태국,태국,75
"망고(열매,신선)",2/2/2021,태국,태국,90
망고,2/2/2021,태국,태국,21
망고,2/2/2021,태국,태국,23
망고,2/2/2021,태국,태국,70
유기농 소맥(밀),2/2/2021,터키,터키,74
냉동홍고추,2/2/2021,중국,중국,33
레몬그라스,2/2/2021,태국,태국,42
생녹용(냉동),2/2/2021,뉴질랜드,뉴질랜드,54
냉동고추,2/2/2021,중국,중국,74
냉동홍고추,2/2/2021,중국,중국,75
냉동고추,2/2/2021,중국,중국,94
냉동고추,2/2/2021,중국,중국,70
냉동홍고추,2/2/2021,중국,중국,66
커피원두,2/2/2021,케냐,독일,88
오미자,2/2/2021,중국,중국,40
신선지황,2/2/2021,중국,중국,30
커피 생두,2/2/2021,콜롬비아,콜롬비아,99
아몬드,2/2/2021,미국,미국,2
망고(5kg),2/2/2021,태국,태국,6
고사리(건조),2/2/2021,중국,중국,69
건고사리,2/2/2021,중국,중국,29
"황기(뿌리,건조)",2/2/2021,중국,중국,29
육두구,2/2/2021,인도네시아,인도네시아,8
참깨,2/2/2021,중국,중국,8
산양삼,2/2/2021,중국,중국,23
들깨,2/2/2021,미얀마,미얀마,95
건고사리,2/2/2021,중국,중국,44
계피 18KG,2/2/2021,베트남,베트남,2
황금,2/2/2021,중국,중국,6
황기(12KG),2/2/2021,중국,중국,42
유기농아보카도,2/2/2021,멕시코,멕시코,5
타히티 고메 바닐라빈,2/2/2021,인도네시아,인도네시아,22
참깨,2/2/2021,중국,중국,59
냉동고추,2/2/2021,중국,중국,84
검정깨,2/2/2021,중국,중국,45
용과,2/2/2021,베트남,베트남,26
커피 생두,2/2/2021,브라질,브라질,77
깐도라지,2/2/2021,중국,중국,66
포도,2/2/2021,칠레,칠레,57
밤,2/2/2021,중국,중국,4
냉동청피망,2/2/2021,중국,중국,45
냉동당근,2/2/2021,중국,중국,31
냉동청피망,2/2/2021,중국,중국,15
냉동그린빈,2/2/2021,중국,중국,24
깐도라지 (2KG),2/2/2021,중국,중국,12
신선마늘쫑,2/2/2021,중국,중국,13
커피생두,2/2/2021,콜롬비아,콜롬비아,65
깐도라지,2/2/2021,중국,중국,8
깐도라지,2/2/2021,중국,중국,95
깐도라지,2/2/2021,중국,중국,82
포도,2/2/2021,페루,페루,18
포도,2/2/2021,페루,페루,76
"포도(열매,신선)",2/2/2021,페루,페루,31
포도,2/2/2021,페루,페루,19
신선양상추,2/2/2021,중국,중국,36
양상추,2/2/2021,중국,중국,1
깐도라지,2/2/2021,중국,중국,58
신선우엉,2/2/2021,중국,중국,56
양파,2/2/2021,중국,중국,87
신선양파,2/2/2021,중국,중국,54
신선양파,2/2/2021,중국,중국,18
"용과(WHITE, 5KG)",2/2/2021,베트남,베트남,23
"용과(RED, 3KG)",2/2/2021,베트남,베트남,89
아보카도,2/2/2021,미국,미국,67
망고,2/2/2021,페루,페루,69
수삼,2/2/2021,중국,중국,89
"두리안(열매,신선)",2/2/2021,태국,태국,42
타임,2/2/2021,이스라엘,이스라엘,39
차이브,2/2/2021,이스라엘,이스라엘,52
아스파라거스,2/2/2021,멕시코,미국,57
레몬그래스,2/2/2021,태국,태국,43
죽순,2/2/2021,태국,태국,6
코코넛,2/2/2021,태국,태국,89
용과,2/2/2021,베트남,베트남,21
브로콜리,2/2/2021,중국,중국,73
커피원두(생두),2/2/2021,브라질,브라질,86
신선깐양파,2/2/2021,중국,중국,79
옥수수,2/2/2021,불가리아,루마니아,62
옥수수,2/2/2021,세르비아,루마니아,50
옥수수,2/2/2021,세르비아,루마니아,28
옥수수,2/2/2021,불가리아,루마니아,24
신선당근,2/2/2021,중국,중국,2
풋콩,2/2/2021,중국,중국,66
신선양상추,2/2/2021,중국,중국,66
신선양파,2/2/2021,중국,중국,58
깐더덕,2/2/2021,중국,중국,7
더덕,2/2/2021,중국,중국,25
깐도라지,2/2/2021,중국,중국,18
신선표고버섯,2/2/2021,중국,중국,61
깐도라지,2/2/2021,중국,중국,30
깐도라지,2/2/2021,중국,중국,45
깐더덕,2/2/2021,중국,중국,77
바나나,2/2/2021,베트남,베트남,4
깐도라지,2/2/2021,중국,중국,2
신선생강,2/2/2021,중국,중국,13
신선생강,2/2/2021,중국,중국,85
건목이버섯,2/2/2021,중국,중국,26
포도,2/2/2021,페루,페루,36
포도,2/2/2021,페루,페루,62
깐도라지,2/2/2021,중국,중국,22
깐도라지,2/2/2021,중국,중국,53
깐도라지,2/2/2021,중국,중국,22
레몬,2/2/2021,미국,미국,26
깐도라지,2/2/2021,중국,중국,62
깐도라지,2/2/2021,중국,중국,41
깐도라지,2/2/2021,중국,중국,18
레몬,2/2/2021,미국,미국,24
레몬,2/2/2021,미국,미국,35
오렌지,2/2/2021,미국,미국,34
포도,2/2/2021,칠레,칠레,25
건표고버섯(14KG),2/2/2021,중국,중국,21
오렌지,2/2/2021,미국,미국,28
신선우엉,2/2/2021,중국,중국,22
깐우엉,2/2/2021,중국,중국,31
신선밤,2/2/2021,중국,중국,27
신선당근,2/2/2021,중국,중국,68
레몬,2/2/2021,미국,미국,88
렌틸콩,2/2/2021,캐나다,캐나다,77
자몽,2/2/2021,이스라엘,이스라엘,29
신선우엉,2/2/2021,중국,중국,18
해바라기씨,2/2/2021,미국,미국,26
신선우엉,2/2/2021,중국,중국,88
월계수잎,2/2/2021,터키,터키,22
자몽,2/2/2021,미국,미국,20
커피원두,2/2/2021,브라질,브라질,15
맥아,2/2/2021,호주,호주,73
냉동부추,2/2/2021,중국,중국,13
냉동그린빈,2/2/2021,중국,중국,85
냉동마늘,2/2/2021,중국,중국,6
냉동홍피망,2/2/2021,중국,중국,80
오렌지,2/2/2021,미국,미국,54
신선 표고버섯,2/2/2021,중국,중국,86
타피오카 칩,2/2/2021,베트남,베트남,46
깐도라지,2/2/2021,중국,중국,83
오렌지,2/2/2021,미국,미국,60
오렌지,2/2/2021,미국,미국,79
오렌지,2/2/2021,미국,미국,65
호박씨,2/2/2021,중국,중국,35
양상추,2/2/2021,대만,대만,27
신선당근,2/2/2021,중국,중국,83
피칸,2/2/2021,미국,미국,46
신선양파,2/2/2021,중국,중국,92
신선양파,2/2/2021,중국,중국,88
포도,2/2/2021,페루,페루,69
자몽(15KG),2/2/2021,이스라엘,이스라엘,69
당근,2/2/2021,중국,중국,78
당근,2/2/2021,중국,중국,13
오렌지,2/2/2021,미국,미국,25
오렌지,2/2/2021,미국,미국,15
깐더덕,2/2/2021,중국,중국,68
신선깐도라지,2/2/2021,중국,중국,83
신선깐도라지,2/2/2021,중국,중국,60
깐도라지,2/2/2021,중국,중국,62
깐도라지,2/2/2021,중국,중국,75
깐도라지,2/2/2021,중국,중국,59
오렌지,2/2/2021,미국,미국,26
깐도라지,2/2/2021,중국,중국,22
신선깐도라지,2/2/2021,중국,중국,57
브로콜리,2/2/2021,중국,중국,99
체리(2.5KG),2/2/2021,칠레,칠레,38
신선우엉,2/2/2021,중국,중국,20
신선우엉,2/2/2021,중국,중국,54
생땅콩,2/2/2021,미국,미국,49
포도 4KG,2/2/2021,칠레,칠레,64
포도,2/2/2021,칠레,칠레,50
냉동고추,2/2/2021,중국,중국,28
콜롬비아  커피원두,2/2/2021,콜롬비아,콜롬비아,67
신선당근,2/2/2021,중국,중국,87
바나나,2/2/2021,필리핀,필리핀,21
레몬,2/2/2021,미국,미국,19
신선양파,2/2/2021,중국,중국,45
"바나나(열매,신선)",2/2/2021,필리핀,필리핀,37
생감자,2/2/2021,호주,호주,67
양상추,2/2/2021,대만,대만,83
양상추,2/2/2021,대만,대만,14
야자열매,2/2/2021,베트남,베트남,68
신선양파,2/2/2021,중국,중국,51
오렌지,2/2/2021,미국,미국,37
맥아,2/2/2021,호주,호주,4
레몬그라스,2/2/2021,베트남,베트남,39
커클랜드 시그니춰 월넛,2/2/2021,미국,미국,9
파쇄옥수수,2/2/2021,인도,인도,90
결명자,2/1/2021,중국,중국,15
오렌지,2/1/2021,미국,미국,34
레몬,2/1/2021,미국,미국,91
레몬,2/1/2021,미국,미국,25
망고,2/1/2021,태국,태국,79
망고,2/1/2021,태국,태국,32
망고,2/1/2021,태국,태국,14
오렌지,2/1/2021,미국,미국,71
신선당근,2/1/2021,중국,중국,6
신선양파,2/1/2021,중국,중국,11
콜롬비아 커피 생두,2/1/2021,콜롬비아,콜롬비아,32
오렌지,2/1/2021,미국,미국,94
대두,2/1/2021,미국,미국,46
대두,2/1/2021,미국,미국,77
신선당근,2/1/2021,중국,중국,14
오렌지,2/1/2021,미국,미국,61
오렌지,2/1/2021,미국,미국,82
오렌지,2/1/2021,미국,미국,97
오렌지,2/1/2021,미국,미국,61
석류,2/1/2021,미국,미국,4
오렌지,2/1/2021,미국,미국,70
오렌지,2/1/2021,미국,미국,96
오렌지,2/1/2021,미국,미국,43
베트남 로부스타 커피,2/1/2021,베트남,베트남,45
포도,2/1/2021,페루,페루,87
망고,2/1/2021,태국,태국,15
곶감,2/1/2021,중국,중국,12
녹용(건조),2/1/2021,러시아,러시아,24
오렌지,2/1/2021,미국,미국,35
신선생강,2/1/2021,중국,중국,14
깐우엉,2/1/2021,중국,중국,32
깐도라지,2/1/2021,중국,중국,86
캐슈,2/1/2021,베트남,베트남,38
포도,2/1/2021,페루,페루,24
야자열매,2/1/2021,베트남,베트남,31
포도,2/1/2021,페루,페루,16
오렌지,2/1/2021,미국,미국,82
레몬,2/1/2021,미국,미국,37
수수,2/1/2021,미국,미국,13
레몬,2/1/2021,미국,미국,48
망고 6kg,2/1/2021,필리핀,필리핀,75
망고 *6KG,2/1/2021,필리핀,필리핀,7
냉동단호박,2/1/2021,중국,중국,81
망고,2/1/2021,필리핀,필리핀,12
오렌지,2/1/2021,미국,미국,55
표고버섯,2/1/2021,중국,중국,10
깐더덕,2/1/2021,중국,중국,2
신선더덕,2/1/2021,중국,중국,78
신선 표고버섯,2/1/2021,중국,중국,95
자몽,2/1/2021,미국,미국,26
자몽,2/1/2021,미국,미국,37
망고,2/1/2021,페루,페루,2
바나나,2/1/2021,베트남,베트남,56
망고,2/1/2021,페루,페루,86
신선양파,2/1/2021,중국,중국,22
망고,2/1/2021,베트남,베트남,44
블루베리(125G),2/1/2021,칠레,칠레,74
헤즐너트,2/1/2021,터키,터키,37
냉동당근,2/1/2021,중국,중국,35
파쇄옥수수,2/1/2021,인도,인도,77
메드줄 대추야자(227g),2/1/2021,미국,미국,38
블루베리,2/1/2021,칠레,칠레,89
망고,2/1/2021,태국,태국,86
망고,2/1/2021,태국,태국,24
망고,2/1/2021,태국,태국,24
망고,2/1/2021,태국,태국,58
망고,2/1/2021,태국,태국,70
포도,2/1/2021,칠레,칠레,53
"망고(열매,신선)",2/1/2021,태국,태국,94
레몬,2/1/2021,미국,미국,87
포도,2/1/2021,칠레,칠레,97
망고,2/1/2021,태국,태국,44
망고,2/1/2021,태국,태국,39
망고,2/1/2021,태국,태국,99
망고,2/1/2021,태국,태국,24
망고,2/1/2021,태국,태국,38
깐도라지,2/1/2021,중국,중국,60
깐도라지,2/1/2021,중국,중국,5
망고,2/1/2021,태국,태국,73
신선양파,2/1/2021,중국,중국,31
오렌지,2/1/2021,미국,미국,5
오렌지,2/1/2021,미국,미국,93
맥주보리,2/1/2021,호주,호주,1
